id,source_id,food_id,orig_content,unit,quantity_ref
3145,2,281,1500.0,mg,100
3146,2,282,400.0,mg,100
3148,2,283,6150.0,mg,100
3151,2,284,800.0,mg,100
3162,2,285,540.0,mg,100
3164,2,286,18290.0,mg,100
3166,2,287,35100.0,mg,100
3171,2,288,6090.0,mg,100
3173,2,289,2460.0,mg,100
3179,2,290,5330.0,mg,100
3182,2,291,4240.0,mg,100
3185,2,292,500.0,mg,100
3186,2,293,17960.0,mg,100
3191,2,294,18600.0,mg,100
3193,2,295,15310.0,mg,100
3195,2,296,19440.0,mg,100
3197,2,297,16100.0,mg,100
3201,2,298,2600.0,mg,100
3211,2,299,17730.0,mg,100
3215,2,301,6200.0,mg,100
3216,2,302,69860.0,mg,100
3238,2,305,15500.0,mg,100
3239,2,306,18060.0,mg,100
3243,2,307,11900.0,mg,100
3245,2,308,23330.0,mg,100
3247,2,309,20040.0,mg,100
3251,2,311,400.0,mg,100
3254,2,312,1070.0,mg,100
3260,2,313,5970.0,mg,100
3263,2,314,3170.0,mg,100
3271,2,317,16400.0,mg,100
3275,2,318,390.0,mg,100
3280,2,319,17280.0,mg,100
3282,2,320,24900.0,mg,100
3284,2,321,1000.0,mg,100
3290,2,322,620.0,mg,100
3296,2,323,700.0,mg,100
3309,2,325,500.0,mg,100
3310,2,326,4620.0,mg,100
3312,2,327,17830.0,mg,100
3314,2,328,1400.0,mg,100
3319,2,329,16380.0,mg,100
3324,2,330,800.0,mg,100
3331,2,331,1700.0,mg,100
3336,2,332,2200.0,mg,100
3343,2,333,16540.0,mg,100
3620,2,335,1140.0,mg,100
3621,2,336,4200.0,mg,100
3625,2,337,1400.0,mg,100
3628,2,338,3360.0,mg,100
3634,2,339,18990.0,mg,100
3636,2,340,13500.0,mg,100
3637,2,341,6400.0,mg,100
3663,2,342,15270.0,mg,100
3665,2,343,17810.0,mg,100
3669,2,344,16400.0,mg,100
3673,2,345,2000.0,mg,100
3675,2,346,0.0,mg,100
3684,2,347,23850.0,mg,100
3687,2,348,400.0,mg,100
3690,2,349,1100.0,mg,100
3691,2,350,17780.0,mg,100
3693,2,351,18990.0,mg,100
3695,2,352,16240.0,mg,100
3699,2,354,11700.0,mg,100
3700,2,355,2000.0,mg,100
3703,2,356,18500.0,mg,100
3705,2,357,17540.0,mg,100
3718,2,359,17410.0,mg,100
3720,2,360,1470.0,mg,100
3722,2,361,5710.0,mg,100
3728,2,362,18440.0,mg,100
3730,2,363,500.0,mg,100
3760,2,366,4600.0,mg,100
3761,2,367,20350.0,mg,100
3763,2,368,2420.0,mg,100
3771,2,369,16400.0,mg,100
3775,2,370,4710.0,mg,100
3777,2,371,18480.0,mg,100
3779,2,372,4320.0,mg,100
3795,2,374,600.0,mg,100
3814,2,375,12400.0,mg,100
3822,2,376,900.0,mg,100
3825,2,377,19380.0,mg,100
3829,2,379,25000.0,mg,100
3838,2,380,18560.0,mg,100
3842,2,381,14900.0,mg,100
3849,2,382,12720.0,mg,100
3854,2,384,9400.0,mg,100
3864,2,385,700.0,mg,100
3867,2,386,2100.0,mg,100
3875,2,387,1510.0,mg,100
3877,2,388,23190.0,mg,100
3878,2,389,1720.0,mg,100
3882,2,390,5250.0,mg,100
3886,2,391,720.0,mg,100
3888,2,392,2100.0,mg,100
3892,2,393,1200.0,mg,100
3894,2,394,4650.0,mg,100
3898,2,395,2200.0,mg,100
3912,2,396,1680.0,mg,100
3913,2,397,20280.0,mg,100
3915,2,398,1100.0,mg,100
3918,2,399,4200.0,mg,100
3925,2,400,17100.0,mg,100
3926,2,401,1500.0,mg,100
3933,2,402,19800.0,mg,100
3937,2,403,17660.0,mg,100
3941,2,404,16520.0,mg,100
3943,2,405,1500.0,mg,100
3946,2,406,15410.0,mg,100
3948,2,407,2600.0,mg,100
3954,2,408,36170.0,mg,100
3958,2,409,1800.0,mg,100
3961,2,410,500.0,mg,100
3963,2,411,410.0,mg,100
3965,2,412,5800.0,mg,100
3966,2,413,20530.0,mg,100
3968,2,414,14480.0,mg,100
3974,2,416,22940.0,mg,100
3981,2,417,1340.0,mg,100
3985,2,418,19350.0,mg,100
3989,2,420,26080.0,mg,100
3993,2,421,2200.0,mg,100
3996,2,422,1500.0,mg,100
4000,2,423,1320.0,mg,100
4002,2,424,16640.0,mg,100
4004,2,425,12300.0,mg,100
4005,2,426,380.0,mg,100
4006,2,427,2000.0,mg,100
4016,2,428,11700.0,mg,100
4036,2,431,0.0,mg,100
4037,2,432,16390.0,mg,100
4042,2,433,9450.0,mg,100
4044,2,434,18360.0,mg,100
4047,2,436,8710.0,mg,100
4048,2,437,800.0,mg,100
4060,2,439,19000.0,mg,100
4065,2,440,10800.0,mg,100
4066,2,441,11570.0,mg,100
4067,2,442,800.0,mg,100
4070,2,443,120.0,mg,100
4072,2,444,1300.0,mg,100
4084,2,445,2600.0,mg,100
4089,2,447,17990.0,mg,100
4091,2,448,2620.0,mg,100
4094,2,449,700.0,mg,100
4097,2,450,14120.0,mg,100
4104,2,453,17630.0,mg,100
4106,2,454,18400.0,mg,100
4114,2,455,600.0,mg,100
4116,2,456,0.0,mg,100
4123,2,457,960.0,mg,100
4125,2,458,16410.0,mg,100
4127,2,459,13410.0,mg,100
4130,2,460,20500.0,mg,100
4136,2,461,20140.0,mg,100
4142,2,462,21620.0,mg,100
4148,2,463,21310.0,mg,100
4159,2,464,18280.0,mg,100
4169,2,465,19840.0,mg,100
4173,2,466,850.0,mg,100
4174,2,467,3300.0,mg,100
4179,2,468,440.0,mg,100
4181,2,469,1450.0,mg,100
4182,2,470,19290.0,mg,100
4184,2,471,20860.0,mg,100
4185,2,472,12060.0,mg,100
4189,2,473,18880.0,mg,100
4191,2,474,13000.0,mg,100
4192,2,475,22900.0,mg,100
4198,2,476,82600.0,mg,100
4204,2,477,28400.0,mg,100
4206,2,478,16740.0,mg,100
4208,2,479,1280.0,mg,100
4211,2,480,16930.0,mg,100
4213,2,481,20980.0,mg,100
4215,2,482,22250.0,mg,100
4439,2,484,20210.0,mg,100
4441,2,485,12140.0,mg,100
4442,2,486,22000.0,mg,100
4444,2,487,20510.0,mg,100
4446,2,488,1000.0,mg,100
4450,2,489,14570.0,mg,100
4452,2,490,5920.0,mg,100
4464,2,493,580.0,mg,100
4466,2,494,16140.0,mg,100
4469,2,495,16760.0,mg,100
4471,2,496,2060.0,mg,100
4473,2,497,19400.0,mg,100
4475,2,498,19660.0,mg,100
4477,2,499,380.0,mg,100
4492,2,500,13300.0,mg,100
4494,2,501,17500.0,mg,100
4496,2,502,960.0,mg,100
4498,2,503,1200.0,mg,100
4503,2,504,20300.0,mg,100
4690,2,506,21000.0,mg,100
5643,2,507,19140.0,mg,100
5645,2,508,12190.0,mg,100
5647,2,509,4800.0,mg,100
5648,2,510,400.0,mg,100
5652,2,511,23840.0,mg,100
5654,2,513,11000.0,mg,100
5656,2,514,21700.0,mg,100
5664,2,515,18300.0,mg,100
5668,2,516,14730.0,mg,100
5670,2,517,2600.0,mg,100
5672,2,518,6950.0,mg,100
5679,2,519,1500.0,mg,100
5685,2,520,720.0,mg,100
5689,2,521,1460.0,mg,100
5692,2,522,24400.0,mg,100
5694,2,523,23140.0,mg,100
5696,2,524,19100.0,mg,100
5702,2,525,26530.0,mg,100
5706,2,526,0.0,mg,100
5735,2,527,20600.0,mg,100
5739,2,529,15900.0,mg,100
5740,2,530,56190.0,mg,100
5741,2,531,11100.0,mg,100
5779,2,532,20600.0,mg,100
5781,2,533,18500.0,mg,100
5783,2,534,2950.0,mg,100
5796,2,535,22960.0,mg,100
5805,2,536,7910.0,mg,100
5809,2,537,18860.0,mg,100
5815,2,538,18100.0,mg,100
5820,2,539,19300.0,mg,100
5821,2,540,22200.0,mg,100
5825,2,541,20600.0,mg,100
5827,2,542,23300.0,mg,100
5829,2,544,14670.0,mg,100
5837,2,545,15580.0,mg,100
5839,2,546,16800.0,mg,100
5855,2,547,14600.0,mg,100
5861,2,548,18100.0,mg,100
5865,2,549,58000.0,mg,100
6384,2,550,57000.0,mg,100
6389,2,551,4200.0,mg,100
6390,2,552,14700.0,mg,100
6392,2,553,2800.0,mg,100
6400,2,554,22700.0,mg,100
6401,2,555,19630.0,mg,100
6405,2,556,990.0,mg,100
6407,2,557,700.0,mg,100
6410,2,558,980.0,mg,100
6412,2,559,2300.0,mg,100
6413,2,560,480.0,mg,100
6415,2,561,2500.0,mg,100
6432,2,562,2240.0,mg,100
6437,2,563,5810.0,mg,100
6438,2,564,3030.0,mg,100
6439,2,565,2660.0,mg,100
6440,2,566,330.0,mg,100
6441,2,567,3310.0,mg,100
6442,2,568,9250.0,mg,100
6443,2,569,1940.0,mg,100
6444,2,570,4550.0,mg,100
6446,2,571,18510.0,mg,100
6448,2,572,2300.0,mg,100
6449,2,573,520.0,mg,100
6451,2,574,0.0,mg,100
6453,2,575,16200.0,mg,100
6498,2,576,2890.0,mg,100
6500,2,577,520.0,mg,100
6503,2,578,1180.0,mg,100
6504,2,579,5500.0,mg,100
6505,2,580,13400.0,mg,100
6507,2,581,18100.0,mg,100
6509,2,582,16700.0,mg,100
6511,2,583,2900.0,mg,100
6514,2,584,12900.0,mg,100
6518,2,585,29600.0,mg,100
6522,2,586,4000.0,mg,100
6524,2,587,22900.0,mg,100
6530,2,588,18000.0,mg,100
6532,2,589,19100.0,mg,100
6534,2,590,19900.0,mg,100
6542,2,591,18000.0,mg,100
6546,2,592,16400.0,mg,100
6549,2,593,21400.0,mg,100
6551,2,594,16500.0,mg,100
6553,2,595,21600.0,mg,100
6555,2,596,19100.0,mg,100
6557,2,597,17100.0,mg,100
6559,2,598,18700.0,mg,100
6565,2,599,9800.0,mg,100
6569,2,600,19800.0,mg,100
6577,2,601,11900.0,mg,100
6583,2,602,19700.0,mg,100
6585,2,603,19600.0,mg,100
6587,2,604,18500.0,mg,100
6589,2,605,0.0,mg,100
6601,2,606,7800.0,mg,100
6603,2,608,700.0,mg,100
6605,2,609,19200.0,mg,100
6607,2,610,15200.0,mg,100
6613,2,611,23500.0,mg,100
6615,2,612,19400.0,mg,100
6617,2,613,3300.0,mg,100
6619,2,614,23400.0,mg,100
6621,2,615,2300.0,mg,100
6623,2,616,7900.0,mg,100
6625,2,617,16000.0,mg,100
6628,2,618,18700.0,mg,100
6630,2,619,16000.0,mg,100
6633,2,620,0.0,mg,100
6635,2,621,24900.0,mg,100
6648,2,622,0.0,mg,100
6653,2,623,23500.0,mg,100
6655,2,624,23900.0,mg,100
6656,2,625,26300.0,mg,100
6657,2,626,200.0,mg,100
6713,2,630,4300.0,mg,100
6733,2,631,12400.0,mg,100
6929,2,632,3500.0,mg,100
6965,2,633,81100.0,mg,100
7019,2,634,3000.0,mg,100
7066,2,638,1760.0,mg,100
7068,2,639,0.0,mg,100
7071,2,640,0.0,mg,100
7081,2,641,3500.0,mg,100
7142,2,642,0.0,mg,100
7145,2,643,300.0,mg,100
7149,2,644,2300.0,mg,100
7157,2,645,400.0,mg,100
7163,2,646,0.0,mg,100
7166,2,647,100.0,mg,100
7168,2,648,100.0,mg,100
7172,2,649,200.0,mg,100
7178,2,650,0.0,mg,100
7180,2,651,8700.0,mg,100
7183,2,653,2100.0,mg,100
7187,2,654,4300.0,mg,100
7239,2,655,8600.0,mg,100
7309,2,656,6100.0,mg,100
7313,2,657,7400.0,mg,100
7372,2,659,9500.0,mg,100
7383,2,660,2700.0,mg,100
7534,2,661,5000.0,mg,100
7538,2,662,600.0,mg,100
7544,2,663,11000.0,mg,100
7548,2,664,1100.0,mg,100
7642,2,665,1600.0,mg,100
7720,2,666,0.0,mg,100
7727,2,667,500.0,mg,100
7736,2,668,2000.0,mg,100
7737,2,669,2900.0,mg,100
7768,2,670,0.0,mg,100
7781,2,671,10700.0,mg,100
7954,2,672,7100.0,mg,100
7958,2,673,5000.0,mg,100
7963,2,674,13000.0,mg,100
7970,2,676,900.0,mg,100
7982,2,677,17000.0,mg,100
7992,2,678,19100.0,mg,100
7998,2,679,15000.0,mg,100
8008,2,680,88200.0,mg,100
8010,2,681,600.0,mg,100
8020,2,682,5200.0,mg,100
8035,2,683,5200.0,mg,100
8038,2,684,86900.0,mg,100
8040,2,685,0.0,mg,100
8062,2,686,0.0,mg,100
8071,2,687,2000.0,mg,100
8078,2,689,4550.0,mg,100
8105,2,690,11300.0,mg,100
8434,2,691,5400.0,mg,100
8436,2,692,1600.0,mg,100
8957,2,693,2170.0,mg,100
8972,2,694,0.0,mg,100
8989,2,695,300.0,mg,100
9011,2,696,5000.0,mg,100
9015,2,697,1100.0,mg,100
9019,2,698,7000.0,mg,100
9022,2,699,6600.0,mg,100
9024,2,700,12700.0,mg,100
9027,2,701,4400.0,mg,100
9119,2,702,4400.0,mg,100
9121,2,703,0.0,mg,100
9126,2,704,0.0,mg,100
9135,2,706,0.0,mg,100
9138,2,707,16200.0,mg,100
9157,2,709,5700.0,mg,100
9176,2,710,3600.0,mg,100
9192,2,711,36200.0,mg,100
9203,2,712,3600.0,mg,100
9208,2,713,3500.0,mg,100
9210,2,714,3300.0,mg,100
9218,2,715,3700.0,mg,100
9222,2,716,6300.0,mg,100
9228,2,717,10500.0,mg,100
9231,2,718,7800.0,mg,100
9264,2,721,10100.0,mg,100
9265,2,722,24600.0,mg,100
9269,2,723,20080.0,mg,100
9271,2,724,1100.0,mg,100
9284,2,725,6470.0,mg,100
9342,2,726,19800.0,mg,100
9343,2,727,250.0,mg,100
9353,2,728,6480.0,mg,100
9371,2,729,15130.0,mg,100
9427,2,730,5540.0,mg,100
9434,2,731,5710.0,mg,100
9440,2,732,8860.0,mg,100
9450,2,733,5700.0,mg,100
9458,2,734,8050.0,mg,100
9464,2,735,19660.0,mg,100
9484,2,736,1290.0,mg,100
9506,2,737,1000.0,mg,100
9517,2,738,6840.0,mg,100
9518,2,739,4900.0,mg,100
9529,2,740,4530.0,mg,100
9537,2,742,9940.0,mg,100
9541,2,743,2520.0,mg,100
9543,2,744,12940.0,mg,100
9559,2,745,7700.0,mg,100
9576,2,746,7790.0,mg,100
9588,2,747,6030.0,mg,100
9597,2,748,430.0,mg,100
9598,2,749,4410.0,mg,100
9609,2,750,300.0,mg,100
9619,2,751,3240.0,mg,100
9626,2,752,13310.0,mg,100
9627,2,753,6690.0,mg,100
9629,2,754,500.0,mg,100
9664,2,755,6540.0,mg,100
9668,2,756,3120.0,mg,100
